wds_id,wds_dd,wds_comp,wsi_ra_deg,wsi_dec_deg,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2
16362+5255,STF2078AB,AB,249.0542,52.9242,2022.4245,y,3.0637,0.0082,103.72,0.07,1.8,0.1049,q,3,1,Gaia DR3 1425769751741972352,Gaia DR3 1425769747447125760,.,.
16386+3820,STF2080AB,AB,249.6458,38.3264,2021.4772,y,1.0605,0.0029,232.32,0.15,2.9,0.0,,1,1,Gaia DR3 1331532156312338560,,.,$
16433+2508,STF2089,AB,250.8333,25.1411,2021.5866,y,2.6728,0.0143,60.34,0.32,2.2,0.0675,*,2,1,,,$,$
16442+2331,STF2094AB,AB,251.0417,23.5172,2020.5338,y,1.134,0.0007,72.18,0.12,0.6,0.0,q,5,2,Gaia DR3 1299541551976279168,Gaia DR3 1299541556267631616,.,.
16451+2821,STF2095,AB,251.2708,28.3578,2021.4552,y,5.2886,0.0075,160.21,0.08,4.2,0.0,,1,1,Gaia DR3 1310701354477617536,Gaia DR3 1310701354474500864,.,.
16458+3538,STF2101AB,AB,251.45,35.6306,2021.4552,y,4.0588,0.0167,46.7,0.06,3.4,0.0999,,2,1,Gaia DR3 1327203001078082304,Gaia DR3 1327203001078082176,.,.
16511+0924,STF2106AB,AB,252.7792,9.4042,2020.5683,V,0.7919,0.0022,171.23,0.1,1.3,0.022,q,2,1,Gaia DR3 4445793563749783424,Gaia DR3 4445793563751403264,.,.
16518+2840,STF2107AB,AB,252.9625,28.6661,2021.4552,y,1.4235,0.0012,107.31,0.05,2.3,0.0,,1,1,Gaia DR3 1308065004764546688,Gaia DR3 1308065004763251072,.,.
17020+0827,STF2114,AB,255.4917,8.4506,2020.4911,y,1.355,0.006,197.01,0.04,1.4,0.0326,q,3,1,Gaia DR3 4443139647623186304,Gaia DR3 4443139651921349888,.,.
16564+6502,STF2118AB,AB,254.1042,65.0389,2021.4554,y,0.9287,0.0003,66.06,0.02,0.7,0.0,,1,1,Gaia DR3 1635371027735576064,Gaia DR3 1635371027736142208,.,.
17065-1356,STF2119,AB,256.6208,-13.9347,2020.5681,y,2.3949,0.0015,184.46,0.04,2.4,0.0,,1,1,Gaia DR3 4139792365279947904,Gaia DR3 4139792296555526400,.,.
17070+0648,STF2123,AB,256.7375,6.8008,2022.4931,y,18.0781,0.0026,216.06,0.01,0.8,0.0,:,1,1,Gaia DR3 4394679054883342080,Gaia DR3 4394673179368080256,.,.
16588+7106,STF2126,AB,254.7,71.0975,2021.4772,V,23.0316,0.0037,133.28,0.01,2.2,0.0,*,1,1,Gaia DR3 1650257727979629696,Gaia DR3 1650256250510880000,.,.
17089+6925,STF2129AB,AB,257.2125,69.4194,2021.4909,y,9.2069,0.0,205.67,0.0,1.3,0.0,:,1,1,,,$,$
17053+5428,STF2130AB,AB,256.3333,54.4706,2021.4554,y,2.5992,0.0007,356.83,0.02,2.1,0.0,,1,1,Gaia DR3 1420101696287738368,Gaia DR3 1420101696285626624,.,.
17146+1423,STF2140AB,AB,258.6583,14.39,2020.5762,y,4.8413,0.0029,103.13,0.03,3.0,0.0,*,1,1,,Gaia DR3 4541877995116193408,$,.
17146+1423,STF2140AB,AB,258.6583,14.39,2022.4931,y,4.8139,0.0016,102.91,0.02,2.5,0.0,*,1,1,,Gaia DR3 4541877995116193408,$,.
17176+2855,STF2147,AB,259.3917,28.9131,2022.4929,y,6.5114,0.0309,93.65,0.27,5.9,0.0,*,1,1,Gaia DR3 4575348739677779584,,.,$
17240-0050,STF2156,AB,260.9875,-0.835,2020.5682,V,3.8125,0.0009,35.5,0.01,0.6,0.0,*,1,1,Gaia DR3 4373398866321675264,Gaia DR3 4373398866320854144,.,.
17358+0100,STF2186,AB,263.9583,0.9964,2020.5355,y,2.9616,0.0007,78.13,0.01,0.2,0.0,*,1,1,Gaia DR3 4375568237123483008,Gaia DR3 4375568232828777216,.,.
17360+2100,STF2190AB,AB,263.9958,20.9961,2021.4554,y,10.3723,0.0112,21.75,0.06,5.2,0.0,,1,1,Gaia DR3 4555742012117748096,Gaia DR3 4555742012118929664,.,.
17386+5546,STF2199,AB,264.6583,55.7594,2021.5483,y,2.108,0.0005,52.89,0.01,0.6,0.0,*,1,1,Gaia DR3 1421106752993180672,Gaia DR3 1421106757287278080,.,.
17412+4139,STF2203,AB,265.3042,41.6547,2020.4911,y,0.7586,0.0013,291.36,0.08,0.4,0.0235,q,2,1,Gaia DR3 1345773438938638080,Gaia DR3 1345773443233879168,.,.
17412+4139,STF2203,AB,265.3042,41.6547,2021.5484,y,0.76,0.0002,291.1,0.02,0.3,0.0,,1,1,Gaia DR3 1345773438938638080,Gaia DR3 1345773443233879168,.,.
17467-0113,STF2211AB,AB,266.6625,-1.2142,2020.5356,C,10.4855,0.0598,115.4,0.33,1.6,0.0,*,1,1,Gaia DR3 4371079790143313664,Gaia DR3 4371079790143311232,.,.
17467-0113,STF2211AB,AB,266.6625,-1.2142,2020.5356,V,10.389,0.0029,115.51,0.02,1.5,0.0,*,1,1,Gaia DR3 4371079790143313664,Gaia DR3 4371079790143311232,.,.
17464+0542,STF2212,AB,266.6083,5.7003,2021.5867,y,3.2446,0.0009,340.55,0.02,0.1,0.0,*,1,1,Gaia DR3 4474058984045718400,Gaia DR3 4474058984045718784,.,.
17403+6341,STF2218,AB,265.075,63.6753,2020.5381,V,1.4171,0.0065,307.57,0.26,1.6,0.0,:,1,1,Gaia DR3 1440606660430810240,,.,$
17403+6341,STF2218,AB,265.075,63.6753,2021.5483,y,1.4492,0.0006,307.11,0.03,1.7,0.0,*,1,1,Gaia DR3 1440606660430810240,,.,$
17479+1449,STF2222,AB,266.9292,14.8083,2021.4554,V,2.2759,0.002,62.93,0.05,2.1,0.0,,1,1,,,$,$
17419+7209,STF2241AB,AB,265.4833,72.6989,2020.538,y,30.2375,0.003,16.03,0.01,1.9,0.0,*,1,1,Gaia DR3 1651268660203160448,Gaia DR3 1651268763282397312,.,.
17571+0004,STF2244,AB,269.2667,0.0667,2020.4911,y,0.6965,0.0016,100.45,0.14,0.5,0.1075,,2,1,Gaia DR3 4371553920172973312,,.,$
17571+0004,STF2244,AB,269.2667,0.0667,2021.748,y,0.6993,0.0025,100.68,0.08,0.4,0.0059,q,3,1,Gaia DR3 4371553920172973312,,.,$
17593-0651,STF2250AB,AB,269.825,-6.8558,2020.5356,V,7.7596,0.0021,343.44,0.02,0.5,0.0,*,1,1,Gaia DR3 4172046401447484672,Gaia DR3 4172046401447485184,.,.
17593-0651,STF2250AB,AB,269.825,-6.8558,2020.5356,y,7.784,0.0011,343.6,0.01,0.5,0.0,*,1,1,Gaia DR3 4172046401447484672,Gaia DR3 4172046401447485184,.,.
18031-0811,STF2262AB,AB,270.7667,-8.18,2021.4937,y,1.4241,0.0003,290.25,0.01,1.3,0.0,,1,1,Gaia DR3 4170583776094715520,Gaia DR3 4170583776109015808,.,.
18015+2136,STF2264,AB,270.375,21.5956,2021.5866,y,6.3586,0.0009,256.51,0.01,0.3,0.0,*,1,1,Gaia DR3 4576147844112599424,Gaia DR3 4576147848417217536,.,.
18055+0230,STF2272AB,AB,271.3625,2.4997,2020.5583,y,6.6354,0.0474,120.95,0.15,2.2,0.0943,*,9,3,Gaia DR3 4468557611984384512,Gaia DR3 4468557611977674496,.,.
18055+0230,STF2272AB,AB,271.3625,2.4997,2020.6843,y,6.7371,0.0748,120.82,0.13,2.5,0.435,*,6,1,Gaia DR3 4468557611984384512,Gaia DR3 4468557611977674496,.,.
18055+0230,STF2272AB,AB,271.3625,2.4997,2021.4732,y,6.7513,0.054,120.48,0.29,4.5,2.0,*,6,2,Gaia DR3 4468557611984384512,Gaia DR3 4468557611977674496,.,.
18055+0230,STF2272AB,AB,271.3625,2.4997,2021.5866,y,6.6406,0.0139,120.09,0.22,2.2,0.0947,*,3,1,Gaia DR3 4468557611984384512,Gaia DR3 4468557611977674496,.,.
18055+0230,STF2272AB,AB,271.3625,2.4997,2021.7015,y,6.7072,0.014,119.99,0.03,2.4,0.1304,*,4,1,Gaia DR3 4468557611984384512,Gaia DR3 4468557611977674496,.,.
18096+0400,STF2281AB,AB,272.3875,3.9931,2020.5353,y,0.7526,0.0004,282.41,0.03,1.6,0.0,q,1,1,Gaia DR3 4470319819874781184,,.,$
18096+0609,STF2283,AB,272.3917,6.1456,2021.4555,y,0.5561,0.0318,53.43,4.54,2.0,1.502,,2,1,Gaia DR3 4471859857718718720,Gaia DR3 4471859857712015872,.,.
18014+6557,STF2284,AB,270.3458,65.9486,2020.5381,V,3.486,0.0084,192.89,0.14,2.3,0.0,*,1,1,Gaia DR3 2161688071217418240,Gaia DR3 2161688071217417728,.,.
18014+6557,STF2284,AB,270.3458,65.9486,2020.5381,y,3.5004,0.0036,191.94,0.06,2.3,0.0,*,1,1,Gaia DR3 2161688071217418240,Gaia DR3 2161688071217417728,.,.
18093+1329,STF2285,AB,272.3125,13.485,2021.4555,y,3.5948,0.0029,332.56,0.05,2.4,0.0,:,1,1,Gaia DR3 4497240979828383872,Gaia DR3 4497240984130115328,.,.
18146+0011,STF2294,AB,271.3625,2.4997,2020.5355,V,1.3721,0.0007,93.04,0.03,1.0,0.0,q,1,1,Gaia DR3 4274869292908169088,Gaia DR3 4274869288611306624,.,.
18146+0011,STF2294,AB,271.3625,2.4997,2020.5355,y,1.3693,0.0005,92.67,0.02,0.2,0.0,*,1,1,Gaia DR3 4274869292908169088,Gaia DR3 4274869288611306624,.,.
18028+7547,STF2302AB,AB,270.7083,75.79,2020.538,y,5.6182,0.0188,247.31,0.51,4.8,0.4977,*,2,1,Gaia DR3 2269103107346676736,Gaia DR3 2269103107346676608,.,.
18278+2442,STF2320,AB,276.9375,24.6972,2021.5702,y,1.0513,0.0008,358.57,0.04,2.0,0.0,,1,1,Gaia DR3 4536580548100596224,Gaia DR3 4536580548092510976,.,.
18314-1048,STF2325,AB,277.8542,-10.7958,2021.5867,V,12.3621,0.0327,256.62,0.15,4.9,0.0,*,1,1,Gaia DR3 4154910272219704960,Gaia DR3 4154910233550702592,.,.
18314+0628,STF2329,AB,277.8583,6.46,2020.6119,y,4.2055,0.0008,42.94,0.01,1.5,0.0,*,1,1,,Gaia DR3 4285028780352136576,$,.
18338+1744,"STF2339AB,CD","AB,CD",278.4375,17.7319,2020.6119,y,1.4356,0.0,273.87,0.0,2.2,0.0,,1,1,,,$,$
18379-0023,STF2347,AB,279.4833,-0.3858,2021.5867,V,3.2211,0.0035,258.09,0.06,2.2,0.0,*,1,1,Gaia DR3 4272331070307321728,Gaia DR3 4272331035947583488,.,.
18393+2056,STF2360,AB,279.8292,20.9328,2020.6324,y,2.4466,0.0005,358.59,0.01,1.3,0.0,*,1,1,Gaia DR3 4531754001284452992,Gaia DR3 4531753997002022272,.,.
18384+3603,STF2362,AB,279.6042,36.0531,2021.5484,y,4.3416,0.001,187.24,0.01,1.4,0.0,*,1,1,Gaia DR3 2095181838371784960,Gaia DR3 2095181842668071296,.,.
18401+2442,STF2364,AB,280.0208,24.7033,2021.5702,y,10.7032,0.0017,173.57,0.01,3.1,0.0,*,1,1,Gaia DR3 4535923589906818432,Gaia DR3 4535923589905112192,.,.
18389+5221,STF2368AB,AB,279.7125,52.3439,2021.491,y,1.8937,0.0002,320.28,0.01,0.1,0.0,*,1,1,Gaia DR3 2145517618131590784,Gaia DR3 2145517622428619648,.,.
18338+7003,STF2370,AB,278.4542,70.0444,2021.491,y,10.5991,0.0036,134.89,0.02,0.5,0.0,:,1,1,Gaia DR3 2259574464702484736,Gaia DR3 2259574464702484864,.,.
18455+0530,STF2375AB,AB,281.3667,5.5,2020.5733,y,2.5854,0.0208,120.14,0.16,0.3,0.0471,*,9,3,,,$,$
18455+0530,STF2375AB,AB,281.3667,5.5,2020.6843,y,2.579,0.0144,119.94,0.15,0.3,0.0192,*,3,1,,,$,$
18455+0530,STF2375AB,AB,281.3667,5.5,2021.5252,y,2.5873,0.0297,120.4,0.04,0.3,0.0,*,7,2,,,$,$
18455+0530,STF2375AB,AB,281.3667,5.5,2021.5867,y,2.5521,0.0158,120.04,0.09,0.3,0.0148,*,4,1,,,$,$
18443+3940,STF2382AB,AB,281.0833,39.67,2020.5837,y,2.2253,0.0065,344.47,0.07,1.1,0.0471,*,7,3,Gaia DR3 2098237660364079232,Gaia DR3 2098237656065233792,.,.
18443+3940,STF2382AB,AB,281.0833,39.67,2020.6843,y,2.2232,0.0078,344.53,0.09,1.2,0.0382,*,3,1,Gaia DR3 2098237660364079232,Gaia DR3 2098237656065233792,.,.
18443+3940,STF2382AB,AB,281.0833,39.67,2021.5484,y,2.1963,0.0056,344.21,0.04,1.1,0.0451,*,2,1,Gaia DR3 2098237660364079232,Gaia DR3 2098237656065233792,.,.
18443+3940,STF2382AB,AB,281.0833,39.67,2021.7016,y,2.205,0.0036,344.11,0.18,1.1,0.0239,*,3,1,Gaia DR3 2098237660364079232,Gaia DR3 2098237656065233792,.,.
18443+3940,STF2383CD,CD,281.0917,39.6125,2020.5837,y,2.371,0.0111,74.26,0.07,0.2,0.0,*,7,3,Gaia DR3 2098202128093842432,Gaia DR3 2098202128100428288,.,.
18443+3940,STF2383CD,CD,281.0917,39.6125,2020.6843,y,2.3826,0.007,73.97,0.04,0.2,0.0098,*,3,1,Gaia DR3 2098202128093842432,Gaia DR3 2098202128100428288,.,.
18443+3940,STF2383CD,CD,281.0917,39.6125,2021.5484,y,2.366,0.0114,73.74,0.19,0.2,0.0177,*,3,1,Gaia DR3 2098202128093842432,Gaia DR3 2098202128100428288,.,.
18443+3940,STF2383CD,CD,281.0917,39.6125,2021.7016,y,2.3845,0.005,74.06,0.04,0.2,0.0176,*,3,1,Gaia DR3 2098202128093842432,Gaia DR3 2098202128100428288,.,.
18458+3431,STF2390,AB,281.4542,34.5183,2021.5484,y,4.2186,0.0011,155.23,0.02,1.7,0.0,*,1,1,Gaia DR3 2091791120611418752,Gaia DR3 2091791116312548352,.,.
18489+1615,STF2400AB,AB,282.225,16.2567,2020.6119,y,11.094,0.0,159.25,0.0,5.6,0.0,,1,1,Gaia DR3 4510996390003527808,,.,$
18489+1615,STF2400AC,AC,282.225,16.2567,2020.6119,y,11.8097,0.0001,162.46,0.0,6.0,0.0,,1,1,Gaia DR3 4510996390003527808,,.,$
18490+2110,STF2401AB,AB,282.2375,21.1669,2020.631,y,4.2468,0.001,37.58,0.01,2.5,0.0,*,1,1,Gaia DR3 4531259083629611776,Gaia DR3 4531259083620692352,.,.
18469+5920,STF2410,AB,281.7333,59.3311,2021.491,y,1.7128,0.0005,85.67,0.02,0.6,0.0,,1,1,Gaia DR3 2154668685907537280,Gaia DR3 2154668479747366144,.,.
18534+0323,STF2413,AB,283.3458,3.3858,2020.5357,V,10.1397,0.0012,199.51,0.01,2.1,0.0,:,1,1,Gaia DR3 4280981031358677760,Gaia DR3 4280981031358677376,.,.
18534+0323,STF2413,AB,283.3458,3.3858,2020.5357,y,10.1307,0.0011,199.55,0.01,0.7,0.0,*,1,1,Gaia DR3 4280981031358677760,Gaia DR3 4280981031358677376,.,.
18545+2037,STF2415,AB,283.6333,20.6153,2020.6119,y,1.9351,0.0006,288.82,0.02,2.6,0.0,*,1,1,Gaia DR3 4519122120218359552,Gaia DR3 4519122193250158976,.,.
18571+2606,STF2422,AB,284.2792,26.0958,2021.5704,y,0.7564,0.0006,67.04,0.04,0.6,0.0,:,1,1,Gaia DR3 4534804974259964032,Gaia DR3 4534804974266854656,.,.
18584+3625,STF2429,AB,284.6083,36.4258,2021.7015,V,5.4216,0.0022,286.21,0.02,2.3,0.0,*,1,1,Gaia DR3 2093658538032566528,Gaia DR3 2093658499374441344,.,.
19028+3123,STF2441AB,AB,285.6708,31.3994,2021.7015,V,6.2265,0.0023,262.9,0.02,2.6,0.0,*,1,1,Gaia DR3 2042755547716505344,Gaia DR3 2042755547716505472,.,.
19064+0709,STF2449,AB,286.5958,7.1556,2020.6119,y,8.0743,0.0036,288.09,0.03,4.3,0.0,*,1,1,Gaia DR3 4306756641936413312,Gaia DR3 4306756641936414336,.,.
19069+2210,STF2455AB,AB,286.7208,22.1725,2020.631,y,9.898,0.002,25.67,0.01,2.8,0.0,*,1,1,Gaia DR3 4521056852674666240,Gaia DR3 4521056852674668288,.,.
19069+2745,STF2458AB,AB,286.7167,27.7525,2021.5704,y,11.2825,0.0019,226.81,0.01,1.4,0.0,:,1,1,Gaia DR3 2037341964780375552,Gaia DR3 2037341964780376192,.,.
19109+0807,STF2471,AB,287.7333,8.1214,2020.6338,y,8.5407,0.0105,121.49,0.07,4.5,0.0,*,1,1,Gaia DR3 4307286537815353984,Gaia DR3 4307286537815353728,.,.
19086+3755,STF2473CD,CD,287.1333,37.9306,2020.631,V,6.2499,0.0008,293.4,0.01,0.1,0.0,*,1,1,Gaia DR3 2099156267969947264,Gaia DR3 2099156267969945984,.,.
19121+0237,"STF2476AB,G","AB,G",288.0125,2.6225,2020.6844,V,30.3678,0.0189,211.96,0.04,5.7,0.0,*,1,1,Gaia DR3 4268167803943937152,Gaia DR3 4268073967501733760,.,.
19121+0237,"STF2476AB,G","AB,G",288.0125,2.6225,2020.6844,y,30.1214,0.024,211.79,0.05,5.6,0.0,*,1,1,Gaia DR3 4268167803943937152,Gaia DR3 4268073967501733760,.,.
19143+1904,STF2484,AB,288.5625,19.0639,2020.5765,y,2.0631,0.0009,240.77,0.03,2.0,0.0,*,1,1,Gaia DR3 4516054074788081152,Gaia DR3 4516054074762755712,.,.
19164+1433,STF2489AB,AB,289.1083,14.5444,2020.6337,y,8.2327,0.0143,347.14,0.1,6.3,0.0,*,1,1,,Gaia DR3 4320279260628316672,$,.
19200-0638,STF2494,AB,290.0083,-6.6278,2020.5683,V,26.227,0.0156,90.38,0.03,5.1,0.0,*,1,1,Gaia DR3 4210909361489668992,Gaia DR3 4210909361489664128,.,.
19227-0708,STF2503,AB,290.675,-7.1281,2020.5683,V,2.4538,0.0014,284.67,0.03,1.1,0.0,*,1,1,,,$,$
19210+1909,STF2504AB,AB,290.2458,19.1453,2020.5765,y,8.7627,0.0019,281.28,0.01,2.9,0.0,*,1,1,,Gaia DR3 4515724255648820992,$,.
19199+3532,STF2505AB,AB,289.9667,35.5378,2020.631,y,10.9709,0.0011,315.38,0.01,1.6,0.0,*,1,1,Gaia DR3 2050058813187074432,Gaia DR3 2050058808883184256,.,.
19169+6312,STF2509,AB,289.2208,63.2075,2021.5484,y,1.8816,0.0005,328.18,0.01,0.8,0.0,*,1,1,Gaia DR3 2252520509199021696,Gaia DR3 2252520513496857856,.,.
19213+5549,STF2516,AB,290.3,55.8228,2021.7015,V,4.0949,0.0016,234.27,0.02,1.8,0.0,*,1,1,Gaia DR3 2141824191072507008,,.,$
19273+2040,STF2527AC,AC,291.8333,20.6689,2020.5765,V,4.2758,0.0,16.73,0.0,2.9,0.0,,1,1,Gaia DR3 2017928059787352320,Gaia DR3 2017928059787353344,.,.
19273+2040,STF2527AC,AC,291.8333,20.6689,2020.5765,y,4.1955,0.0,16.64,0.0,2.9,0.0,,1,1,Gaia DR3 2017928059787352320,Gaia DR3 2017928059787353344,.,.
19302+0254,STF2532AB,AB,292.5417,2.9039,2020.6338,y,32.2704,0.0334,2.83,0.06,6.3,0.0,*,1,1,Gaia DR3 4289149337626681728,,.,$
19317+5300,STF2542AB,AB,292.9875,52.985,2021.7015,V,11.5221,0.0013,253.48,0.01,1.0,0.0,*,1,1,Gaia DR3 2136741148818454784,Gaia DR3 2136741148818452352,.,.
19362+0600,STF2543,AB,294.05,6.0072,2020.6338,y,11.5777,0.0929,150.8,0.46,7.9,0.0,*,1,1,Gaia DR3 4291743802790180224,Gaia DR3 4291743807110756992,.,.
19387-1009,STF2545AB,AB,294.6792,-10.1564,2020.5683,y,3.8269,0.0026,326.37,0.04,2.3,0.0,*,1,1,Gaia DR3 4193367851749724032,Gaia DR3 4193367856049547008,.,.
19449+1047,"STF2570AB,C","AB,C",296.2333,10.775,2021.5705,y,4.2525,0.0194,276.68,0.15,2.6,0.1954,*,2,1,,,$,$
19406+6240,STF2574,AB,295.1417,62.6647,2021.5484,y,0.5916,0.0006,276.1,0.06,0.4,0.0,:,1,1,Gaia DR3 2241046834782320256,Gaia DR3 2241046834779367040,.,.
19464+3344,STF2576FG,FG,296.3875,33.6019,2020.5684,V,3.1815,0.0078,154.83,0.08,0.6,0.0322,,3,1,Gaia DR3 2035020964491479552,Gaia DR3 2035021028896869888,.,.
19464+3344,STF2576FG,FG,296.3875,33.6019,2020.6818,y,3.133,0.0123,154.83,0.04,0.2,0.0,,6,2,Gaia DR3 2035020964491479552,Gaia DR3 2035021028896869888,.,.
19464+3344,STF2576FG,FG,296.3875,33.6019,2021.5594,y,3.1506,0.0118,154.4,0.02,0.2,0.0,,4,2,Gaia DR3 2035020964491479552,Gaia DR3 2035021028896869888,.,.
19464+3344,STF2576FG,FG,296.3875,33.6019,2021.7152,y,3.1466,0.0077,154.5,0.08,0.2,0.0085,*,3,1,Gaia DR3 2035020964491479552,Gaia DR3 2035021028896869888,.,.
19498-0355,STF2582,AB,297.4542,-3.9222,2020.683,y,2.3583,0.0016,259.27,0.04,1.7,0.0,:,1,1,,,$,$
19487+1149,STF2583AB,AB,297.175,11.8158,2021.5705,y,1.4404,0.0004,104.27,0.02,0.3,0.0,*,1,1,Gaia DR3 4304528687797449984,,.,$
19514+0405,STF2587,AB,297.8583,4.0886,2020.612,y,4.2643,0.0159,100.71,0.21,6.1,0.0,*,1,1,Gaia DR3 4242324848236555136,Gaia DR3 4242324779517076480,.,.
19514+0405,STF2587,AB,297.8583,4.0886,2021.5706,y,4.2737,0.0361,100.53,0.48,5.9,0.0,*,1,1,Gaia DR3 4242324848236555136,Gaia DR3 4242324779517076480,.,.
19540+1518,STF2596,AB,298.5042,15.2919,2021.5705,y,2.1988,0.0011,295.39,0.03,1.9,0.0,*,1,1,Gaia DR3 1819522595307811712,Gaia DR3 1819522595283117696,.,.
19553-0644,STF2597AB,AB,298.8292,-6.7344,2020.683,y,0.7117,0.0003,97.69,0.03,1.4,0.0,q,1,1,Gaia DR3 4196081588189935232,,.,$
19553-0644,STF2597AB,AB,298.8292,-6.7344,2021.8462,y,0.7635,0.0103,99.86,0.74,1.3,0.1,q,4,2,Gaia DR3 4196081588189935232,,.,$
19537+2300,STF2599,AB,298.4083,22.9889,2021.5705,y,3.7737,0.017,51.28,0.24,2.5,0.2527,*,2,1,Gaia DR3 1828015875970800000,Gaia DR3 1828015875970801024,.,.
19482+7016,STF2603,AB,297.0417,70.2678,2021.5485,y,3.1563,0.0039,21.15,0.07,3.7,0.0,*,1,1,Gaia DR3 2251191616254289152,Gaia DR3 2251191611957165440,.,.
19556+5226,STF2605AB,AB,298.9042,52.4389,2021.5485,y,2.8171,0.0045,174.17,0.09,3.9,0.0,*,1,1,Gaia DR3 2089092884718210432,Gaia DR3 2089092880417251712,.,.
19556+5226,STF2605AB,AB,298.9042,52.4389,2021.8026,y,2.838,0.005,174.94,0.02,3.2,0.05,*,6,2,Gaia DR3 2089092884718210432,Gaia DR3 2089092880417251712,.,.
19585+3317,STF2606AB,AB,299.6333,33.2772,2021.5594,y,0.6571,0.0005,146.2,0.08,0.8,0.1,,2,2,,,$,$
19579+4216,"STF2607AB,C","AB,C",299.4833,42.2606,2021.7016,V,2.9192,0.003,287.38,0.06,3.0,0.0,*,1,1,Gaia DR3 2075470794651771776,Gaia DR3 2075470996507918336,.,.
20029+0824,STF2615,AB,300.725,8.3972,2021.5706,y,8.8711,0.007,300.36,0.05,4.4,0.0,*,1,1,Gaia DR3 4299016664193163136,Gaia DR3 4299016664184478208,.,.
20028+1435,STF2616,AB,300.6917,14.5825,2021.5705,y,3.5263,0.0042,267.14,0.07,3.8,0.0,*,1,1,Gaia DR3 1807274001397959680,Gaia DR3 1807273997092285568,.,.
20011+4816,STF2619AB,AB,300.2542,48.2578,2021.7016,V,4.0954,0.0008,238.93,0.01,0.1,0.0,*,1,1,Gaia DR3 2086063176129332224,Gaia DR3 2086063180426093568,.,.
20046+0914,STF2621,AB,301.1417,9.24,2021.5705,y,5.6698,0.0018,223.84,0.02,0.3,0.0,*,1,1,Gaia DR3 4299223441100705152,Gaia DR3 4299223436793066368,.,.
20035+3601,STF2624AB,AB,300.8708,36.0244,2021.5484,y,1.9479,0.0004,173.66,0.01,0.8,0.0,*,1,1,,Gaia DR3 2059853911313969152,$,.
20078+0924,STF2628,AB,301.9583,9.3997,2020.6832,y,2.8631,0.002,337.59,0.04,2.6,0.0,*,1,1,Gaia DR3 4299567450800546304,Gaia DR3 4299567450800546432,.,.
20078+0924,STF2628,AB,301.9583,9.3997,2021.8462,y,2.8936,0.0078,337.36,0.03,2.4,0.05,*,6,2,Gaia DR3 4299567450800546304,Gaia DR3 4299567450800546432,.,.
20073+1605,STF2629,AB,301.8333,16.0761,2020.6805,V,9.2898,0.0278,187.25,0.17,5.7,0.0,*,1,1,Gaia DR3 1807894229029026816,Gaia DR3 1807894229036356608,.,.
20096+1648,STF2634AB,AB,302.3917,16.8053,2020.6805,y,4.0007,0.0012,14.8,0.02,2.2,0.0,*,1,1,Gaia DR3 1809456806859123584,Gaia DR3 1809456596391861248,.,.
20101+0827,STF2635AB,AB,302.5292,8.4436,2020.6832,y,7.708,0.0134,79.8,0.1,4.8,0.0,*,1,1,Gaia DR3 4251211582238735488,Gaia DR3 4251211577942977024,.,.
20128-0300,STF2643,AB,303.1958,-2.9958,2020.6832,y,2.9985,0.0031,81.31,0.06,2.2,0.0,*,1,1,Gaia DR3 4222639909296605696,Gaia DR3 4222639909299963776,.,.
20095+5140,STF2645,AB,302.3667,51.6742,2021.7152,y,1.6342,0.0003,138.22,0.01,0.5,0.0,*,1,1,,,$,$
20137+1609,STF2651AB,AB,303.4333,16.1578,2020.6805,y,0.914,0.0003,278.63,0.02,0.5,0.0,:,1,1,Gaia DR3 1808691203160200576,Gaia DR3 1808691203152678400,.,.
20137+2414,STF2653,AB,303.4167,24.2389,2020.6804,V,2.9,0.0096,276.57,0.19,5.5,0.0,*,1,1,Gaia DR3 1830677656153842816,Gaia DR3 1830677651845094400,.,.
20144+4206,STF2657AC,AC,303.5875,42.1042,2021.7152,y,11.4939,0.0038,33.12,0.02,2.5,0.0,*,1,1,Gaia DR3 2080681345889489664,Gaia DR3 2080681345891926272,.,.
20136+5307,STF2658AB,AB,303.4167,53.125,2021.7152,y,5.3586,0.0016,105.6,0.02,2.8,0.0,*,1,1,Gaia DR3 2184643400111529984,Gaia DR3 2184643400111530624,.,.
20194+1422,"STF2665A,BC","A,BC",304.8375,14.3706,2020.6805,y,3.2775,0.0014,12.31,0.02,2.8,0.0,*,1,1,Gaia DR3 1805140983188324224,Gaia DR3 1805141361147648640,.,.
20203+3924,"STF2668AB,C","AB,C",305.0625,39.4031,2021.5485,y,3.377,0.0026,279.64,0.04,3.3,0.0,*,1,1,Gaia DR3 2061463669348059264,Gaia DR3 2061463669346588160,.,.
20184+5524,STF2671AB,AB,304.6,55.3969,2021.5485,y,3.7894,0.0006,336.83,0.01,1.5,0.0,*,1,1,Gaia DR3 2186085478327859840,Gaia DR3 2186085478327859968,.,.
20227+1320,STF2673AB,AB,305.6792,13.3403,2020.6805,y,2.3308,0.0006,326.14,0.01,1.5,0.0,*,1,1,,,$,$
20089+7743,STF2675AB,AB,302.2208,77.7111,2021.5485,y,7.3158,0.0714,120.6,0.56,7.3,0.0,*,1,1,Gaia DR3 2290599311287582464,Gaia DR3 2290599311288350720,.,.
